	V	D	J	N152	IAVI84
5505	IGHV4-34*02	NA	IGHJ6*01	54.0	NA
5506	IGHV4-34*02	NA	IGHJ6*02	1116.0	NA
5507	IGHV4-34*02	NA	IGHJ6*03	1390.0	1.0
5508	IGHV4-34*02	NA	IGHJ6*04	384.0	NA
5509	IGHV4-34*03	IGHD2-2*03	IGHJ3*02	1.0	NA
5510	IGHV4-34*03	IGHD2-2*03	IGHJ4*02	1.0	NA
5511	IGHV4-34*03	IGHD3-3*01	IGHJ5*02	1.0	NA
5512	IGHV4-34*03	IGHD3-9*01	IGHJ2*01	1.0	NA
5513	IGHV4-34*03	NA	IGHJ3*02	1.0	NA
5514	IGHV4-34*03	NA	IGHJ4*01	2.0	NA
5515	IGHV4-34*03	NA	IGHJ4*02	20.0	NA
5516	IGHV4-34*03	NA	IGHJ4*03	2.0	NA
5517	IGHV4-34*03	NA	IGHJ5*02	1.0	NA
5518	IGHV4-34*04	IGHD2-2*02	IGHJ4*02	2.0	NA
5519	IGHV4-34*04	IGHD2-2*03	IGHJ4*02	1.0	NA
5520	IGHV4-34*04	IGHD3-10*01	IGHJ4*02	2.0	NA
5521	IGHV4-34*04	IGHD3-10*01	IGHJ5*02	5.0	NA
5522	IGHV4-34*04	IGHD3-10*01	IGHJ6*02	2.0	NA
5523	IGHV4-34*04	IGHD3-10*01	IGHJ6*03	1.0	NA
5524	IGHV4-34*04	IGHD3-16*02	IGHJ4*02	1.0	NA
5525	IGHV4-34*04	IGHD3-22*01	IGHJ1*01	1.0	NA
5526	IGHV4-34*04	IGHD3-22*01	IGHJ2*01	218.0	NA
5527	IGHV4-34*04	IGHD3-22*01	IGHJ4*02	NA	2.0
5528	IGHV4-34*04	IGHD3-22*01	IGHJ5*02	2.0	NA
5529	IGHV4-34*04	IGHD3-3*01	IGHJ3*02	34.0	NA
5530	IGHV4-34*04	IGHD3-3*01	IGHJ4*02	1.0	NA
5531	IGHV4-34*04	IGHD3-3*02	IGHJ5*02	4.0	NA
5532	IGHV4-34*04	IGHD3-9*01	IGHJ3*02	NA	1.0
5533	IGHV4-34*04	NA	IGHJ1*01	1.0	NA
5534	IGHV4-34*04	NA	IGHJ2*01	5.0	NA
5535	IGHV4-34*04	NA	IGHJ3*01	8.0	NA
5536	IGHV4-34*04	NA	IGHJ3*02	16.0	NA
5537	IGHV4-34*04	NA	IGHJ4*02	194.0	2.0
5538	IGHV4-34*04	NA	IGHJ4*03	22.0	NA
5539	IGHV4-34*04	NA	IGHJ5*01	5.0	NA
5540	IGHV4-34*04	NA	IGHJ5*02	23.0	NA
5541	IGHV4-34*04	NA	IGHJ6*01	2.0	NA
5542	IGHV4-34*04	NA	IGHJ6*02	95.0	NA
5543	IGHV4-34*04	NA	IGHJ6*03	70.0	2.0
5544	IGHV4-34*04	NA	IGHJ6*04	3.0	NA
5545	IGHV4-34*05	IGHD2-15*01	IGHJ5*02	1.0	NA
5546	IGHV4-34*05	NA	IGHJ3*02	1.0	NA
5547	IGHV4-34*05	NA	IGHJ4*02	5.0	NA
5548	IGHV4-34*05	NA	IGHJ5*02	1.0	NA
5549	IGHV4-34*06	NA	IGHJ3*02	1.0	NA
5550	IGHV4-34*06	NA	IGHJ4*02	48.0	1.0
5551	IGHV4-34*06	NA	IGHJ4*03	1.0	NA
5552	IGHV4-34*06	NA	IGHJ5*02	18.0	NA
5553	IGHV4-34*06	NA	IGHJ6*02	1.0	NA
5554	IGHV4-34*06	NA	IGHJ6*03	NA	1.0
5555	IGHV4-34*07	NA	IGHJ2*01	13.0	NA
5556	IGHV4-34*07	NA	IGHJ4*02	8.0	NA
5557	IGHV4-34*07	NA	IGHJ4*03	25.0	NA
5558	IGHV4-34*07	NA	IGHJ6*02	1.0	NA
5559	IGHV4-34*07	NA	IGHJ6*03	4.0	NA
5560	IGHV4-34*08	IGHD2-15*01	IGHJ5*02	1.0	NA
5561	IGHV4-34*08	IGHD2-15*01	IGHJ6*03	2.0	NA
5562	IGHV4-34*08	IGHD3-10*01	IGHJ5*02	2.0	NA
5563	IGHV4-34*08	NA	IGHJ3*01	3.0	NA
5564	IGHV4-34*08	NA	IGHJ3*02	1.0	NA
5565	IGHV4-34*08	NA	IGHJ4*01	1.0	NA
5566	IGHV4-34*08	NA	IGHJ4*02	31.0	NA
5567	IGHV4-34*08	NA	IGHJ4*03	5.0	NA
5568	IGHV4-34*08	NA	IGHJ5*02	2.0	1.0
5569	IGHV4-34*08	NA	IGHJ6*02	10.0	NA
5570	IGHV4-34*08	NA	IGHJ6*03	2.0	NA
5571	IGHV4-34*08	NA	IGHJ6*04	5.0	NA
5572	IGHV4-34*09	IGHD2-2*02	IGHJ4*02	1.0	NA
5573	IGHV4-34*09	IGHD3-10*01	IGHJ5*02	1.0	NA
5574	IGHV4-34*09	IGHD3-16*02	IGHJ3*02	1.0	NA
5575	IGHV4-34*09	IGHD3-9*01	IGHJ2*01	2.0	NA
5576	IGHV4-34*09	NA	IGHJ4*02	10.0	NA
5577	IGHV4-34*09	NA	IGHJ4*03	2.0	NA
5578	IGHV4-34*09	NA	IGHJ5*01	1.0	NA
5579	IGHV4-34*09	NA	IGHJ5*02	2.0	NA
5580	IGHV4-34*09	NA	IGHJ6*02	2.0	NA
5581	IGHV4-34*09	NA	IGHJ6*03	2.0	NA
5582	IGHV4-34*10	IGHD2-15*01	IGHJ3*02	1.0	NA
5583	IGHV4-34*10	IGHD2-15*01	IGHJ4*02	1.0	NA
5584	IGHV4-34*10	IGHD2-2*02	IGHJ4*02	1.0	NA
5585	IGHV4-34*10	IGHD2-8*02	IGHJ6*03	1.0	NA
5586	IGHV4-34*10	IGHD3-10*01	IGHJ4*02	1.0	NA
5587	IGHV4-34*10	IGHD3-10*01	IGHJ5*02	2.0	NA
5588	IGHV4-34*10	IGHD3-10*01	IGHJ6*02	2.0	NA
5589	IGHV4-34*10	IGHD3-16*02	IGHJ6*03	1.0	NA
5590	IGHV4-34*10	IGHD3-22*01	IGHJ1*01	2.0	NA
5591	IGHV4-34*10	IGHD3-22*01	IGHJ2*01	4.0	NA
5592	IGHV4-34*10	IGHD3-22*01	IGHJ3*02	1.0	NA
5593	IGHV4-34*10	IGHD3-3*01	IGHJ5*01	1.0	NA
5594	IGHV4-34*10	IGHD3-3*01	IGHJ5*02	231.0	NA
5595	IGHV4-34*10	IGHD3-3*01	IGHJ6*03	1.0	NA
5596	IGHV4-34*10	IGHD3-9*01	IGHJ2*01	3.0	NA
5597	IGHV4-34*10	IGHD3-9*01	IGHJ3*01	3.0	NA
5598	IGHV4-34*10	IGHD3/OR15-3b*01	IGHJ5*02	70.0	NA
5599	IGHV4-34*10	NA	IGHJ1*01	7.0	NA
5600	IGHV4-34*10	NA	IGHJ2*01	2.0	NA
5601	IGHV4-34*10	NA	IGHJ3*02	16.0	NA
5602	IGHV4-34*10	NA	IGHJ4*01	6.0	NA
5603	IGHV4-34*10	NA	IGHJ4*02	96.0	NA
5604	IGHV4-34*10	NA	IGHJ4*03	20.0	NA
5605	IGHV4-34*10	NA	IGHJ5*01	1.0	NA
5606	IGHV4-34*10	NA	IGHJ5*02	16.0	NA
5607	IGHV4-34*10	NA	IGHJ6*01	1.0	NA
5608	IGHV4-34*10	NA	IGHJ6*02	12.0	NA
5609	IGHV4-34*10	NA	IGHJ6*03	10.0	NA
5610	IGHV4-34*11	IGHD3-10*01	IGHJ4*02	2.0	NA
5611	IGHV4-34*11	IGHD3-9*01	IGHJ4*02	2.0	NA
5612	IGHV4-34*11	IGHD6-13*01	IGHJ6*03	3.0	NA
5613	IGHV4-34*11	NA	IGHJ2*01	2.0	NA
5614	IGHV4-34*11	NA	IGHJ3*02	1.0	NA
5615	IGHV4-34*11	NA	IGHJ4*02	15.0	NA
5616	IGHV4-34*11	NA	IGHJ4*03	1.0	NA
5617	IGHV4-34*11	NA	IGHJ5*02	8.0	NA
5618	IGHV4-34*11	NA	IGHJ6*02	3.0	NA
5619	IGHV4-34*11	NA	IGHJ6*03	1.0	NA
5620	IGHV4-34*12	IGHD1-26*01	IGHJ4*02	4.0	NA
5621	IGHV4-34*12	IGHD1-26*01	IGHJ4*03	1.0	NA
5622	IGHV4-34*12	IGHD2-15*01	IGHJ2*01	1.0	NA
5623	IGHV4-34*12	IGHD2-15*01	IGHJ6*03	3.0	NA
5624	IGHV4-34*12	IGHD2-2*02	IGHJ4*02	9.0	NA
5625	IGHV4-34*12	IGHD2-2*03	IGHJ4*02	1.0	NA
5626	IGHV4-34*12	IGHD3-10*01	IGHJ1*01	1.0	NA
5627	IGHV4-34*12	IGHD3-10*01	IGHJ3*01	1.0	NA
5628	IGHV4-34*12	IGHD3-10*01	IGHJ3*02	1.0	NA
5629	IGHV4-34*12	IGHD3-10*01	IGHJ4*02	6.0	NA
5630	IGHV4-34*12	IGHD3-10*01	IGHJ6*02	87.0	NA
5631	IGHV4-34*12	IGHD3-16*02	IGHJ3*02	1.0	NA
5632	IGHV4-34*12	IGHD3-22*01	IGHJ2*01	14.0	NA
5633	IGHV4-34*12	IGHD3-22*01	IGHJ4*02	1.0	NA
5634	IGHV4-34*12	IGHD3-3*01	IGHJ3*02	7.0	NA
5635	IGHV4-34*12	IGHD3-3*01	IGHJ4*02	9.0	NA
5636	IGHV4-34*12	IGHD3-3*01	IGHJ5*02	63.0	NA
5637	IGHV4-34*12	IGHD3-3*01	IGHJ6*01	1.0	NA
5638	IGHV4-34*12	IGHD3-3*01	IGHJ6*03	1.0	NA
5639	IGHV4-34*12	IGHD3-3*01	IGHJ6*04	10.0	NA
5640	IGHV4-34*12	IGHD3-3*02	IGHJ4*02	7.0	NA
5641	IGHV4-34*12	IGHD3-3*02	IGHJ4*03	1.0	NA
5642	IGHV4-34*12	IGHD3-9*01	IGHJ2*01	17.0	NA
5643	IGHV4-34*12	IGHD3-9*01	IGHJ4*02	NA	1.0
5644	IGHV4-34*12	IGHD3/OR15-3b*01	IGHJ4*02	1.0	NA
5645	IGHV4-34*12	IGHD3/OR15-3b*01	IGHJ5*02	9.0	NA
5646	IGHV4-34*12	IGHD6-13*01	IGHJ4*02	1.0	NA
5647	IGHV4-34*12	NA	IGHJ1*01	5.0	NA
5648	IGHV4-34*12	NA	IGHJ2*01	4.0	NA
5649	IGHV4-34*12	NA	IGHJ3*01	419.0	NA
5650	IGHV4-34*12	NA	IGHJ3*02	95.0	NA
5651	IGHV4-34*12	NA	IGHJ4*01	4.0	NA
5652	IGHV4-34*12	NA	IGHJ4*02	999.0	1.0
5653	IGHV4-34*12	NA	IGHJ4*03	131.0	NA
5654	IGHV4-34*12	NA	IGHJ5*01	9.0	NA
5655	IGHV4-34*12	NA	IGHJ5*02	617.0	44.0
5656	IGHV4-34*12	NA	IGHJ6*01	19.0	NA
5657	IGHV4-34*12	NA	IGHJ6*02	32.0	NA
5658	IGHV4-34*12	NA	IGHJ6*03	284.0	NA
5659	IGHV4-34*12	NA	IGHJ6*04	23.0	NA
5660	IGHV4-34*13	NA	IGHJ3*02	1.0	NA
5661	IGHV4-34*13	NA	IGHJ6*04	1.0	NA
5662	IGHV4-38-2*01	IGHD1-26*01	IGHJ4*02	1.0	NA
5663	IGHV4-38-2*01	IGHD1-26*01	IGHJ6*03	1.0	NA
5664	IGHV4-38-2*01	IGHD2-15*01	IGHJ3*02	1.0	2.0
5665	IGHV4-38-2*01	IGHD2-15*01	IGHJ4*02	17.0	1.0
5666	IGHV4-38-2*01	IGHD2-15*01	IGHJ4*03	1.0	NA
5667	IGHV4-38-2*01	IGHD2-15*01	IGHJ5*02	2.0	3.0
5668	IGHV4-38-2*01	IGHD2-15*01	IGHJ6*03	5.0	1.0
5669	IGHV4-38-2*01	IGHD2-2*03	IGHJ3*02	NA	2.0
5670	IGHV4-38-2*01	IGHD2-2*03	IGHJ4*02	5.0	5.0
5671	IGHV4-38-2*01	IGHD2-2*03	IGHJ5*02	16.0	NA
5672	IGHV4-38-2*01	IGHD2-21*01	IGHJ1*01	23.0	NA
5673	IGHV4-38-2*01	IGHD2-21*01	IGHJ4*02	2.0	NA
5674	IGHV4-38-2*01	IGHD2-21*01	IGHJ4*03	1.0	NA
5675	IGHV4-38-2*01	IGHD2-21*02	IGHJ3*02	NA	1.0
5676	IGHV4-38-2*01	IGHD2-21*02	IGHJ5*02	1.0	NA
5677	IGHV4-38-2*01	IGHD2-8*02	IGHJ4*02	67.0	NA
5678	IGHV4-38-2*01	IGHD2-8*02	IGHJ4*03	2.0	NA
5679	IGHV4-38-2*01	IGHD2-8*02	IGHJ6*03	1.0	NA
5680	IGHV4-38-2*01	IGHD3-10*01	IGHJ1*01	NA	1.0
5681	IGHV4-38-2*01	IGHD3-10*01	IGHJ2*01	NA	1.0
5682	IGHV4-38-2*01	IGHD3-10*01	IGHJ3*02	2.0	NA
5683	IGHV4-38-2*01	IGHD3-10*01	IGHJ4*01	7.0	NA
5684	IGHV4-38-2*01	IGHD3-10*01	IGHJ4*02	25.0	1.0
5685	IGHV4-38-2*01	IGHD3-10*01	IGHJ4*03	3.0	NA
5686	IGHV4-38-2*01	IGHD3-10*01	IGHJ5*02	1.0	4.0
5687	IGHV4-38-2*01	IGHD3-10*01	IGHJ6*02	1.0	NA
5688	IGHV4-38-2*01	IGHD3-10*01	IGHJ6*03	NA	2.0
5689	IGHV4-38-2*01	IGHD3-16*02	IGHJ1*01	4.0	NA
5690	IGHV4-38-2*01	IGHD3-16*02	IGHJ3*02	1.0	NA
5691	IGHV4-38-2*01	IGHD3-16*02	IGHJ4*02	7.0	7.0
5692	IGHV4-38-2*01	IGHD3-16*02	IGHJ4*03	1.0	NA
5693	IGHV4-38-2*01	IGHD3-16*02	IGHJ5*01	1.0	NA
5694	IGHV4-38-2*01	IGHD3-22*01	IGHJ1*01	17.0	NA
5695	IGHV4-38-2*01	IGHD3-22*01	IGHJ2*01	1.0	3.0
5696	IGHV4-38-2*01	IGHD3-22*01	IGHJ3*02	1.0	5.0
5697	IGHV4-38-2*01	IGHD3-22*01	IGHJ4*02	74.0	2.0
5698	IGHV4-38-2*01	IGHD3-22*01	IGHJ4*03	6.0	NA
5699	IGHV4-38-2*01	IGHD3-22*01	IGHJ5*02	28.0	2.0
5700	IGHV4-38-2*01	IGHD3-22*01	IGHJ6*02	1.0	NA
5701	IGHV4-38-2*01	IGHD3-22*01	IGHJ6*03	47.0	NA
5702	IGHV4-38-2*01	IGHD3-3*01	IGHJ4*02	3.0	NA
5703	IGHV4-38-2*01	IGHD3-3*01	IGHJ5*02	30.0	NA
5704	IGHV4-38-2*01	IGHD3-3*01	IGHJ6*03	12.0	NA
5705	IGHV4-38-2*01	IGHD3-3*02	IGHJ4*02	1.0	NA
5706	IGHV4-38-2*01	IGHD3-3*02	IGHJ4*03	1.0	NA
5707	IGHV4-38-2*01	IGHD3-9*01	IGHJ2*01	NA	2.0
5708	IGHV4-38-2*01	IGHD3-9*01	IGHJ3*02	4.0	1.0
5709	IGHV4-38-2*01	IGHD3-9*01	IGHJ4*01	1.0	NA
5710	IGHV4-38-2*01	IGHD3-9*01	IGHJ4*02	274.0	5.0
5711	IGHV4-38-2*01	IGHD3-9*01	IGHJ4*03	12.0	NA
5712	IGHV4-38-2*01	IGHD3-9*01	IGHJ5*02	4.0	1.0
5713	IGHV4-38-2*01	IGHD3-9*01	IGHJ6*03	1.0	NA
5714	IGHV4-38-2*01	IGHD3-9*01	IGHJ6*04	3.0	NA
5715	IGHV4-38-2*01	IGHD3/OR15-3b*01	IGHJ4*02	1.0	12.0
5716	IGHV4-38-2*01	IGHD3/OR15-3b*01	IGHJ6*03	1.0	NA
5717	IGHV4-38-2*01	IGHD4-17*01	IGHJ2*01	4.0	NA
5718	IGHV4-38-2*01	IGHD4-17*01	IGHJ3*02	1.0	NA
5719	IGHV4-38-2*01	IGHD4-17*01	IGHJ5*02	1.0	NA
5720	IGHV4-38-2*01	IGHD4-17*01	IGHJ6*03	NA	1.0
5721	IGHV4-38-2*01	IGHD4-23*01	IGHJ3*02	NA	1.0
5722	IGHV4-38-2*01	IGHD5-12*01	IGHJ1*01	1.0	NA
5723	IGHV4-38-2*01	IGHD5-12*01	IGHJ2*01	5.0	NA
5724	IGHV4-38-2*01	IGHD5-12*01	IGHJ4*02	2.0	2.0
5725	IGHV4-38-2*01	IGHD5-24*01	IGHJ3*02	NA	1.0
5726	IGHV4-38-2*01	IGHD5-24*01	IGHJ4*02	2.0	NA
5727	IGHV4-38-2*01	IGHD5-24*01	IGHJ5*02	2.0	NA
5728	IGHV4-38-2*01	IGHD5-5*01	IGHJ4*02	NA	1.0
5729	IGHV4-38-2*01	IGHD5-5*01	IGHJ4*03	1.0	NA
5730	IGHV4-38-2*01	IGHD6-13*01	IGHJ1*01	1.0	NA
5731	IGHV4-38-2*01	IGHD6-13*01	IGHJ4*02	9.0	NA
5732	IGHV4-38-2*01	IGHD6-13*01	IGHJ4*03	2.0	NA
5733	IGHV4-38-2*01	IGHD6-13*01	IGHJ5*02	2.0	2.0
5734	IGHV4-38-2*01	IGHD6-19*01	IGHJ4*02	21.0	7.0
5735	IGHV4-38-2*01	IGHD6-19*01	IGHJ4*03	1.0	NA
5736	IGHV4-38-2*01	IGHD6-19*01	IGHJ5*02	2.0	2.0
5737	IGHV4-38-2*01	IGHD6-6*01	IGHJ4*02	5.0	NA
5738	IGHV4-38-2*01	IGHD6-6*01	IGHJ5*02	5.0	NA
5739	IGHV4-38-2*01	NA	IGHJ1*01	29.0	NA
5740	IGHV4-38-2*01	NA	IGHJ2*01	101.0	110.0
5741	IGHV4-38-2*01	NA	IGHJ3*01	3.0	6.0
5742	IGHV4-38-2*01	NA	IGHJ3*02	231.0	44.0
5743	IGHV4-38-2*01	NA	IGHJ4*01	14.0	NA
5744	IGHV4-38-2*01	NA	IGHJ4*02	1872.0	94.0
5745	IGHV4-38-2*01	NA	IGHJ4*03	131.0	4.0
5746	IGHV4-38-2*01	NA	IGHJ5*01	22.0	NA
5747	IGHV4-38-2*01	NA	IGHJ5*02	738.0	26.0
5748	IGHV4-38-2*01	NA	IGHJ6*01	2.0	NA
5749	IGHV4-38-2*01	NA	IGHJ6*02	11.0	NA
5750	IGHV4-38-2*01	NA	IGHJ6*03	359.0	22.0
5751	IGHV4-38-2*01	NA	IGHJ6*04	61.0	NA
5752	IGHV4-38-2*02	IGHD1-26*01	IGHJ4*02	2.0	NA
5753	IGHV4-38-2*02	IGHD1-26*01	IGHJ4*03	1.0	NA
5754	IGHV4-38-2*02	IGHD2-15*01	IGHJ2*01	3.0	NA
5755	IGHV4-38-2*02	IGHD2-15*01	IGHJ3*01	2.0	NA
5756	IGHV4-38-2*02	IGHD2-15*01	IGHJ4*02	8.0	3.0
5757	IGHV4-38-2*02	IGHD2-15*01	IGHJ4*03	1.0	NA
5758	IGHV4-38-2*02	IGHD2-15*01	IGHJ6*03	1.0	NA
5759	IGHV4-38-2*02	IGHD2-2*01	IGHJ2*01	3.0	NA
5760	IGHV4-38-2*02	IGHD2-2*03	IGHJ4*02	29.0	5.0
5761	IGHV4-38-2*02	IGHD2-2*03	IGHJ4*03	1.0	NA
5762	IGHV4-38-2*02	IGHD2-2*03	IGHJ5*02	17.0	4.0
5763	IGHV4-38-2*02	IGHD2-21*01	IGHJ4*02	1.0	NA
5764	IGHV4-38-2*02	IGHD2-8*02	IGHJ4*02	5.0	NA
5765	IGHV4-38-2*02	IGHD2-8*02	IGHJ4*03	1.0	NA
5766	IGHV4-38-2*02	IGHD3-10*01	IGHJ3*02	2.0	1.0
5767	IGHV4-38-2*02	IGHD3-10*01	IGHJ4*02	10.0	NA
5768	IGHV4-38-2*02	IGHD3-10*01	IGHJ5*02	45.0	1.0
5769	IGHV4-38-2*02	IGHD3-10*01	IGHJ6*03	NA	4.0
5770	IGHV4-38-2*02	IGHD3-10*02	IGHJ6*03	1.0	NA
5771	IGHV4-38-2*02	IGHD3-16*02	IGHJ4*02	6.0	NA
5772	IGHV4-38-2*02	IGHD3-22*01	IGHJ2*01	18.0	1.0
5773	IGHV4-38-2*02	IGHD3-22*01	IGHJ3*02	1.0	NA
5774	IGHV4-38-2*02	IGHD3-22*01	IGHJ4*02	25.0	NA
5775	IGHV4-38-2*02	IGHD3-22*01	IGHJ4*03	2.0	NA
5776	IGHV4-38-2*02	IGHD3-22*01	IGHJ5*02	20.0	1.0
5777	IGHV4-38-2*02	IGHD3-3*01	IGHJ4*02	30.0	NA
5778	IGHV4-38-2*02	IGHD3-3*01	IGHJ4*03	5.0	NA
5779	IGHV4-38-2*02	IGHD3-3*01	IGHJ5*02	4.0	NA
5780	IGHV4-38-2*02	IGHD3-3*01	IGHJ6*03	22.0	NA
5781	IGHV4-38-2*02	IGHD3-3*01	IGHJ6*04	1.0	NA
5782	IGHV4-38-2*02	IGHD3-3*02	IGHJ4*02	6.0	NA
5783	IGHV4-38-2*02	IGHD3-3*02	IGHJ4*03	1.0	NA
5784	IGHV4-38-2*02	IGHD3-3*02	IGHJ5*02	2.0	NA
5785	IGHV4-38-2*02	IGHD3-3*02	IGHJ6*03	1.0	NA
5786	IGHV4-38-2*02	IGHD3-9*01	IGHJ3*02	2.0	NA
5787	IGHV4-38-2*02	IGHD3-9*01	IGHJ4*02	12.0	1.0
5788	IGHV4-38-2*02	IGHD3-9*01	IGHJ5*02	6.0	NA
5789	IGHV4-38-2*02	IGHD3-9*01	IGHJ6*03	14.0	NA
5790	IGHV4-38-2*02	IGHD3/OR15-3b*01	IGHJ3*01	151.0	NA
5791	IGHV4-38-2*02	IGHD3/OR15-3b*01	IGHJ3*02	1.0	NA
5792	IGHV4-38-2*02	IGHD4-23*01	IGHJ4*02	1.0	NA
5793	IGHV4-38-2*02	IGHD5-12*01	IGHJ4*02	11.0	NA
5794	IGHV4-38-2*02	IGHD5-12*01	IGHJ5*02	1.0	NA
5795	IGHV4-38-2*02	IGHD5-5*01	IGHJ4*02	NA	1.0
5796	IGHV4-38-2*02	IGHD5-5*01	IGHJ5*02	1.0	NA
5797	IGHV4-38-2*02	IGHD6-13*01	IGHJ3*02	1.0	NA
5798	IGHV4-38-2*02	IGHD6-13*01	IGHJ4*02	7.0	NA
5799	IGHV4-38-2*02	IGHD6-13*01	IGHJ5*02	7.0	NA
5800	IGHV4-38-2*02	IGHD6-19*01	IGHJ4*02	3.0	NA
5801	IGHV4-38-2*02	IGHD6-19*01	IGHJ5*02	1.0	NA
5802	IGHV4-38-2*02	NA	IGHJ1*01	12.0	NA
5803	IGHV4-38-2*02	NA	IGHJ2*01	20.0	17.0
5804	IGHV4-38-2*02	NA	IGHJ3*01	24.0	NA
5805	IGHV4-38-2*02	NA	IGHJ3*02	112.0	3.0
5806	IGHV4-38-2*02	NA	IGHJ4*01	8.0	2.0
5807	IGHV4-38-2*02	NA	IGHJ4*02	1073.0	4.0
5808	IGHV4-38-2*02	NA	IGHJ4*03	66.0	NA
5809	IGHV4-38-2*02	NA	IGHJ5*01	10.0	NA
5810	IGHV4-38-2*02	NA	IGHJ5*02	476.0	4.0
5811	IGHV4-38-2*02	NA	IGHJ6*01	1.0	NA
5812	IGHV4-38-2*02	NA	IGHJ6*02	9.0	NA
5813	IGHV4-38-2*02	NA	IGHJ6*03	303.0	1.0
5814	IGHV4-38-2*02	NA	IGHJ6*04	6.0	NA
5815	IGHV4-39*01	IGHD1-1*01	IGHJ5*02	1.0	NA
5816	IGHV4-39*01	IGHD1-20*01	IGHJ4*02	1.0	NA
5817	IGHV4-39*01	IGHD1-26*01	IGHJ1*01	7.0	NA
5818	IGHV4-39*01	IGHD1-26*01	IGHJ2*01	1.0	NA
5819	IGHV4-39*01	IGHD1-26*01	IGHJ3*02	1.0	NA
5820	IGHV4-39*01	IGHD1-26*01	IGHJ4*02	3.0	NA
5821	IGHV4-39*01	IGHD1-26*01	IGHJ5*02	3.0	NA
5822	IGHV4-39*01	IGHD2-15*01	IGHJ1*01	5.0	NA
5823	IGHV4-39*01	IGHD2-15*01	IGHJ3*02	89.0	NA
5824	IGHV4-39*01	IGHD2-15*01	IGHJ4*02	18.0	NA
5825	IGHV4-39*01	IGHD2-15*01	IGHJ4*03	4.0	NA
5826	IGHV4-39*01	IGHD2-15*01	IGHJ5*02	40.0	NA
5827	IGHV4-39*01	IGHD2-15*01	IGHJ6*02	3.0	NA
5828	IGHV4-39*01	IGHD2-15*01	IGHJ6*03	3.0	NA
5829	IGHV4-39*01	IGHD2-2*02	IGHJ4*02	1.0	NA
5830	IGHV4-39*01	IGHD2-2*03	IGHJ4*02	22.0	NA
5831	IGHV4-39*01	IGHD2-2*03	IGHJ4*03	2.0	NA
5832	IGHV4-39*01	IGHD2-2*03	IGHJ5*02	32.0	NA
5833	IGHV4-39*01	IGHD2-2*03	IGHJ6*02	1.0	NA
5834	IGHV4-39*01	IGHD2-2*03	IGHJ6*03	21.0	NA
5835	IGHV4-39*01	IGHD2-21*01	IGHJ1*01	1.0	NA
5836	IGHV4-39*01	IGHD2-21*01	IGHJ2*01	12.0	NA
5837	IGHV4-39*01	IGHD2-21*01	IGHJ4*02	15.0	NA
5838	IGHV4-39*01	IGHD2-21*01	IGHJ5*02	10.0	NA
5839	IGHV4-39*01	IGHD2-21*01	IGHJ6*03	2.0	NA
5840	IGHV4-39*01	IGHD2-21*02	IGHJ4*01	1.0	NA
5841	IGHV4-39*01	IGHD2-21*02	IGHJ4*02	16.0	NA
5842	IGHV4-39*01	IGHD2-21*02	IGHJ4*03	2.0	NA
5843	IGHV4-39*01	IGHD2-21*02	IGHJ5*02	1.0	NA
5844	IGHV4-39*01	IGHD2-8*02	IGHJ4*02	1.0	NA
5845	IGHV4-39*01	IGHD2-8*02	IGHJ6*03	5.0	NA
5846	IGHV4-39*01	IGHD3-10*01	IGHJ1*01	26.0	NA
5847	IGHV4-39*01	IGHD3-10*01	IGHJ2*01	2.0	NA
5848	IGHV4-39*01	IGHD3-10*01	IGHJ3*01	4.0	NA
5849	IGHV4-39*01	IGHD3-10*01	IGHJ3*02	91.0	2.0
5850	IGHV4-39*01	IGHD3-10*01	IGHJ4*02	104.0	NA
5851	IGHV4-39*01	IGHD3-10*01	IGHJ4*03	9.0	NA
5852	IGHV4-39*01	IGHD3-10*01	IGHJ5*02	133.0	NA
5853	IGHV4-39*01	IGHD3-10*01	IGHJ6*02	9.0	NA
5854	IGHV4-39*01	IGHD3-10*01	IGHJ6*03	2.0	NA
5855	IGHV4-39*01	IGHD3-10*02	IGHJ3*02	1.0	1.0
5856	IGHV4-39*01	IGHD3-10*02	IGHJ4*02	2.0	NA
5857	IGHV4-39*01	IGHD3-10*02	IGHJ5*02	2.0	NA
5858	IGHV4-39*01	IGHD3-10*02	IGHJ6*02	1.0	NA
5859	IGHV4-39*01	IGHD3-16*01	IGHJ3*02	2.0	NA
5860	IGHV4-39*01	IGHD3-16*02	IGHJ1*01	1.0	NA
5861	IGHV4-39*01	IGHD3-16*02	IGHJ3*02	24.0	NA
5862	IGHV4-39*01	IGHD3-16*02	IGHJ4*02	54.0	NA
5863	IGHV4-39*01	IGHD3-16*02	IGHJ4*03	1.0	NA
5864	IGHV4-39*01	IGHD3-16*02	IGHJ5*02	23.0	NA
5865	IGHV4-39*01	IGHD3-16*02	IGHJ6*02	11.0	NA
5866	IGHV4-39*01	IGHD3-22*01	IGHJ1*01	2.0	NA
5867	IGHV4-39*01	IGHD3-22*01	IGHJ2*01	28.0	NA
5868	IGHV4-39*01	IGHD3-22*01	IGHJ3*02	18.0	NA
5869	IGHV4-39*01	IGHD3-22*01	IGHJ4*02	194.0	NA
5870	IGHV4-39*01	IGHD3-22*01	IGHJ4*03	13.0	NA
5871	IGHV4-39*01	IGHD3-22*01	IGHJ5*02	19.0	NA
5872	IGHV4-39*01	IGHD3-22*01	IGHJ6*02	32.0	NA
